id,text,in_reply_to_status_id,coordinates,timestamp_ms,quoted_status_id,user_id,language,mentioned_airlines,user_mentions,label,score,retweeted_status_id,retweeted_status_user_id
1140470069190938624,'rt @newzmom: @taylorrmarshall @americanair american airlines is terrible',0,'NULL',1560744228061,0,3282714542,'en','[AmericanAir AmericanAir AmericanAir]','[42774249 19738104 22536055]',negative,-0.9292247220873833,1140439589477408770,42774249
1140470169556410368,'@dr_ench @americanair i’m too tired for roses tonight lol been at this alllllllll day',1140470043786076160,'NULL',1560744251990,0,105048240,'en','[AmericanAir]','[39768865 22536055]',negative,-0.8316968800500035,0,0
1140470239978774535,'@yaelwrites accommodations are provided when the delay is in our control were sorry to hear theres been some bad weather tonight',1140470020763521026,'NULL',1560744268780,0,22536055,'en','[]','[16396118]',negative,-0.6611852720379829,0,0
1140470443700305928,'@chantelmccabegc @americanair pardon my french but there are many wtf’s in that whole scenario i appreciate mista…',1140446272807002115,'NULL',1560744317351,0,384404339,'en','[AmericanAir]','[189987996 22536055]',positive,0.7115562111139297,0,0
1140470484917792768,'@jamesturneryt hi james the website should be working now please dm us if you are still having issues khalid',1140456489833734144,'NULL',1560744327178,0,218730857,'en','[]','[102364583]',neutral,0.24335409514606,0,0
1140470530950205441,'@americanair 5 hours ive been trying to book this flight your webpage doesnt work the app doesnt work your au…',0,'NULL',1560744338153,0,1015417587814027264,'en','[AmericanAir]','[22536055]',negative,-0.9213156262412667,0,0
1140470563212865536,'@lufthansa because no one at lh will rebook this automatically',1140356383168172034,'NULL',1560744345845,0,153598704,'en','[Lufthansa]','[124476322]',negative,-0.6720196893438697,0,0
1140470576873705472,'@christiecapone please share your reference number and were happy to check on the status for you',1140445829372751873,'NULL',1560744349102,0,22536055,'en','[]','[1319198834]',neutral,0.41733226645737886,0,0
1140470578866020352,'@americanair can you rebook me',0,'NULL',1560744349577,0,3101975037,'en','[AmericanAir]','[22536055]',neutral,0.04736073315143585,0,0
1140470649615339520,'@americanair has totally ruined a great trip two hour delay ok i can adapt and get the airport an hour  later…',0,'NULL',1560744366445,0,332185115,'en','[AmericanAir]','[22536055]',negative,-0.9058133848011494,0,0
1140470668955308033,'have to say im surprised qantas are announcing flights from bne to chicago are there really 300 people in brisbane who want to go to chicago or the us midwest at any given time and thats without taking into account how awful and uncomfortable the 787-9 is avgeek travel',0,'NULL',1560744371056,0,134011467,'en','[Qantas]','[499259802]',negative,-0.820012329146266,1140468627235205120,499259802
1140470699359756290,'rt @wearebrisbane: what do we think brisbane how many of you want to head to chicago',0,'NULL',1560744378305,1140468627235205120,134011467,'en','[]','[2444895445]',neutral,0.007614279165863991,1140469359778783233,2444895445
1140470768633090053,'@americanair thanks for explaining the arrows i’m glad they don’t mean that the plane was heading the wrong way 🙂',1140421610014425089,'NULL',1560744394821,0,3292992604,'en','[AmericanAir]','[22536055]',neutral,0.17480801045894623,0,0
1140470789378138112,'@brianteusink were sorry for the delay in getting your bags to you well make sure your comments are shared with our team',1140448904560799745,'NULL',1560744399767,0,22536055,'en','[]','[553564502]',neutral,-0.3653098978102207,0,0
1140470864913281030,'thanks for nothing @americanair  built in a 3 hour layover to ensure we get to destination in plenty of time not only do we miss connection but flight we could’ve booked for the next morning cancelled &amp; your “hotel vouchers” result in nada sleeping on a freaking cot awesome',0,'NULL',1560744417776,0,1024338385404682246,'en','[AmericanAir]','[105048240 22536055]',negative,-0.7174195609986782,1140468403884482560,105048240
1140470867463458817,'rt @americanair: @jvanderbrug theyre markings indicating you should exit to the back of the wing if it becomes necessary followtheyellow…',0,'NULL',1560744418384,0,3292992604,'en','[AmericanAir]','[22536055 3292992604]',neutral,-0.009795675054192543,1140421610014425089,22536055
1140470890758627329,'@americanair you will be hearing from me tomorrow regarding my hotel bill since my flight was cancelled at 11 pm as we were told boarding would begin at 10:55 pm i understand things happen but $179 for a hotel room for a couple of hours isn’t right americanairlines',0,'NULL',1560744423938,0,1024338385404682246,'en','[AmericanAir]','[907278282244141056 22536055]',negative,-0.7719161668792367,1140468683027943424,907278282244141056
1140470902330724352,'@mommypoints @americanair they gave me an estimate of 2 hours',1140411351161950208,'NULL',1560744426697,0,3101975037,'en','[AmericanAir]','[341735858 22536055]',neutral,0.00034961849451065063,0,0
1140471007716741121,'@americanair india reservations number not working during business hours please check',0,'NULL',1560744451823,0,576897523,'en','[AmericanAir]','[22536055]',negative,-0.6686861468479037,0,0
1140471009855889409,'our competitors dont normally ask us for advice but when an airline leader reached out we couldnt ignore itnaturally there was only one way to respond: ceo to ceo',0,'NULL',1560744452333,0,2894595149,'en','[]','[218730857]',neutral,0.02779453992843628,1104924677175169026,218730857
1140471047386365952,'@jtyrus @americanair i’d rather direct walk than take @americanair',1140453463635255296,'NULL',1560744461281,0,16319583,'en','[AmericanAir]','[19277192 22536055 22536055]',neutral,-0.34422253631055355,0,0
1140471075005972480,'14 yr old daughter stuck in san fran bc delayed united flight going to miss her 9:00 qantas melbourne flight needs to get on 10:30 qantas flight sydney @qantas sends it to @united  @united sends us @qantas help my 14 yr old daughter is alone please help 😭',0,'NULL',1560744467866,0,4227911,'en','[Qantas]','[113416805]',negative,-0.6901569617912173,1140457093465616385,113416805
1140471154592776192,'new flights from san francisco and chicago secured by the government will generate $150 mil and create 1700 qld jobsgreat partnership with @qantas @teqld @brisbaneairport',0,'NULL',1560744486841,0,33473099,'en','[Qantas]','[72439529]',positive,0.8393635991960764,1140458383239077891,72439529
1140471159684816896,'rt @klm: like father like son like grandson 👨‍✈️👨‍✈️👨‍✈️ happy fathersday',0,'NULL',1560744488055,0,1120059568942399489,'en','[KLM]','[56377143]',positive,0.9438163512386382,1140160580625420288,56377143
1140471155964428288,'@sensus_fidelium @taylorrmarshall @americanair seriously the professor and the movement who is always talking abou…',1140468354966151169,'NULL',1560744487168,0,1092163817642094592,'en','[AmericanAir]','[2258332112 19738104 22536055]',neutral,0.03316555917263031,0,0
1140471165326188544,'very 😍',0,'NULL',1560744489400,1140431045055188998,2894595149,'en','[]','[]',neutral,-0.012993335723876953,0,0
1140471193742524416,'@laurenhaumesser @icelandair @airfrance @delta hi laurenim so sorry to hear about your flight where you bumped…',1140431953331720192,'NULL',1560744496175,0,2583998335,'en','[AirFrance]','[739173424115949568 21759987 106062176 5920532]',negative,-0.7199708241969347,0,0
1140471293415841792,'@taylorrmarshall @americanair in canada they are having the airline compensate guests who have this happen to them…',1140433498286829568,'NULL',1560744519939,0,831246820831399937,'en','[AmericanAir]','[19738104 22536055]',neutral,-0.4115810841321945,0,0
1140471299631910912,'14 yr old daughter stuck in san fran bc delayed united flight going to miss her 9:00 qantas melbourne flight needs to get on 10:30 qantas flight sydney @qantas sends it to @united  @united sends us @qantas help my 14 yr old daughter is alone please help 😭',0,'NULL',1560744521421,0,257136954,'en','[Qantas]','[113416805]',negative,-0.6901569617912173,1140457093465616385,113416805
1140471306493632513,'airfrance innit so french and english gotta be there but there’s a good few japanese speaking flight attendants',1140471304404865025,'NULL',1560744523057,0,4165267587,'en','[AirFrance]','[]',neutral,0.23137924075126648,0,0
1140471310507794432,'@janheerema several flights to/from amsterdam is delay due to technical reason we do appreciate your understanding',1140464355567386624,'NULL',1560744524014,0,56377143,'en','[]','[130489012]',neutral,-0.07316182553768158,0,0
1140471312466501632,'@americanair is weather also delaying flight numbers 5869 5581 4179 and 5576 that wouldve allowed me to at least go in to work tomorrow',1140470239978774535,'NULL',1560744524481,0,16396118,'en','[AmericanAir]','[22536055]',negative,-0.6148468824103475,0,0
1140471331999191040,'pulled out the pictures i had of bogey config (double bogey) a320s from airindia fleet posting the two i liked th…',0,'NULL',1560744529138,0,291543344,'en','[]','[]',neutral,0.2873320495709777,0,0
1140471335002546182,'@katvmarine @katvnews @bethingram3 @americanair @litairport @delta all the way',1140442829501730816,'NULL',1560744529854,0,272778470,'en','[AmericanAir]','[3236326592 15145073 469881774 22536055 34712941 5920532]',neutral,0.41805165633559227,0,0
1140471357463040000,'@americanair why aa executive platinum phone line take forever',0,'NULL',1560744535209,0,178934690,'en','[AmericanAir]','[22536055]',negative,-0.876738921739161,0,0
1140471367743070208,'@americanair - first you cancel for "weather" yet there is no weather in the nyc area  but yet you are able to re…',0,'NULL',1560744537660,0,939513711563280385,'en','[AmericanAir]','[22536055]',negative,-0.7966325469315052,0,0
1140471376211578880,'@bleuyank @americanair i guess well find out since im still in msp',1140468342085566466,'NULL',1560744539679,0,1916266345,'en','[AmericanAir]','[31446495 22536055]',neutral,0.035352231934666634,0,0
1140471469669044224,'an incredible amount raised on board @easyjet uk flights for soccer aid for @unicef_uk thank you together we are defending play for every child 💙 ⚽',0,'NULL',1560744561961,0,1048648559728496649,'en','[easyJet]','[116729547 38676903 10302222]',positive,0.9615424862131476,1140336291625787393,116729547
1140471586064965632,'@nomadic_hermit well thats getting good use out of your vehicle about 14 people per klm',1140249633920339972,'NULL',1560744589712,0,127142673,'en','[KLM]','[20194232]',positive,0.5617874097079039,0,0
1140471639215263744,'hello @qantas its me again you have unsurprisingly continued to be unhelpful and dismissive of the issue at hand you have provided no solution for getting my friend and her family their luggage you have provided poor excuses as to why you canceled last minute their flight',0,'NULL',1560744602384,0,1029847487874400256,'en','[Qantas]','[936089986767769600 218730857]',negative,-0.9253628859296441,1140469690873110539,936089986767769600
1140471660597960706,'@dot_india @vodafonein @trai @consumerforum_ @jagograhakjago @vodafoneuk @airtel_presence @telecomtalk @cbcnews…',1140068141948473345,'NULL',1560744607482,0,1067438252695654400,'en','[]','[735362544160886784 61180382 3321203251 2871326881 772674808878342144 20678384 103323813 21483793 6433472]',neutral,0.014218386262655258,0,0
1140471674908946432,'@adrianpreda for items lost on an amsterdam-bound klm flight please send a direct message with your name as state…',1140468929627852800,'NULL',1560744610894,0,56377143,'en','[KLM]','[19250158]',neutral,-0.3190267812460661,0,0
1140471679623344128,'@americanair here is another flight that just showed up for tomorrow can i get on this one as you can see nume…',0,'NULL',1560744612018,0,759243845125177344,'en','[AmericanAir]','[22536055]',neutral,0.0348237082362175,0,0
1140471687793631233,'qantas is linking brisbane with san francisco and chicago ➡️qantas avgeek chicago sanfrancisco brisbane',0,'NULL',1560744613966,0,976913773381537794,'en','[Qantas]','[]',neutral,0.02526832465082407,0,0
1140471688557211648,'heading to isc19 with lufthansa lh809 to represent fraunhofer itwm cchpc stop by at your booth j-640',0,'NULL',1560744614148,0,840211134099673088,'en','[Lufthansa]','[]',neutral,0.14126563537865877,0,0
1140471706043076608,'@americanair  please respond to earlier tweet we have a video of the manager and when i called american airlines o…',0,'NULL',1560744618317,0,1012475300,'en','[AmericanAir AmericanAir AmericanAir]','[22536055]',neutral,0.0022043175995349884,0,0
1140471800213712896,'@huskyytom @americanair somebody is taking off tomorrow morning',1140471376211578880,'NULL',1560744640769,0,31446495,'en','[AmericanAir]','[1916266345 22536055]',neutral,0.010050252079963684,0,0
1140471816038825989,'@sam_sandford94 glad to hear it sam feel free to dm us if the problem persists khalid',1140458281988583425,'NULL',1560744644542,0,218730857,'en','[]','[272276185]',positive,0.9260548362508416,0,0
1140471866378862598,'@americanair after 24 hours of major delays at ord we finally made it home (minus 1 suitcase) thanks for getting u…',0,'NULL',1560744656544,0,366832239,'en','[AmericanAir]','[22536055]',positive,0.8326503578573465,0,0
1140471913627578368,'qantas targets april 2020 launch for new chicago and san francisco routes from brisbane (via @flightglobal_et)  (📷 @photojdl)',0,'NULL',1560744667809,0,270090222,'en','[Qantas]','[51659154 344438901]',neutral,0.06175556872040033,1140469438812213250,51659154
1140471986268884993,'@triplejday @americanair lol couldn’t wait to get in the states and make this tweet',1140448207366971393,'NULL',1560744685128,0,237412508,'en','[AmericanAir]','[969069447486033921 22536055]',positive,0.8434270769357681,0,0
1140472120578924545,'just an fyi for any teams that travel by air to tournaments avoid using @americanair my parents are stuck in on…',0,'NULL',1560744717150,0,1020320073947508736,'en','[AmericanAir]','[22536055]',neutral,-0.1539231613278389,0,0
1140472142225641473,'one of the full page illustrations for this months @virginatlantic inflight magazine',0,'NULL',1560744722311,0,26590109,'en','[VirginAtlantic]','[20626359]',neutral,0.1731172353029251,0,0
1140472162870075392,'this is a trend this year and not just with aa if you are alerted to a delay go to the airport anyway flight co…',0,'NULL',1560744727233,1140470649615339520,15651816,'en','[]','[]',neutral,-0.2847479358315468,0,0
1140472172814708736,'hey @americanair - i appreciate your attention to safety during the storm &amp; tornado warning delay at dfw but mult…',0,'NULL',1560744729604,0,186751384,'en','[AmericanAir]','[22536055]',neutral,0.2819577530026436,0,0
1140472181891186688,'@americanair you are the worst you have cancelled my girlfriend’s and my travel for 2 days straight with no explan…',0,'NULL',1560744731768,0,1110957067936980992,'en','[AmericanAir]','[22536055]',negative,-0.9207021170295775,0,0
1140472254834401281,'@barry_switzer @americanair aa is the worst airlines on the planet coach  should have called an audible',1140453287931654144,'NULL',1560744749159,0,66532834,'en','[AmericanAir]','[625050387 22536055]',negative,-0.9542729826644063,0,0
1140472360333713409,'@vvs_ta @americanair definitely couldn’t i’ll be talking to them tomorrow',1140471986268884993,'NULL',1560744774312,0,969069447486033921,'en','[AmericanAir]','[237412508 22536055]',negative,-0.7292000334709883,0,0
1140472481511288832,'rt @klm: like father like son like grandson 👨‍✈️👨‍✈️👨‍✈️ happy fathersday',0,'NULL',1560744803203,0,746257233521025025,'en','[KLM]','[56377143]',positive,0.9438163512386382,1140160580625420288,56377143
1140472507205656579,'@qantas we are having trouble thinking about sleep perfect',1104924677175169026,'NULL',1560744809329,0,2894595149,'en','[Qantas]','[218730857]',negative,-0.6027127243578434,0,0
1140472546430730241,'@bleuyank @americanair i know my measly 4 flights a year are not going to bankrupt them but this is the end of me…',1140471800213712896,'NULL',1560744818681,0,1916266345,'en','[AmericanAir]','[31446495 22536055]',negative,-0.7845064084976912,0,0
1140472588872933376,'annoyed bc i’m still on hold with @americanair  it’s been an hour and i have issues that need to be taken care of rn',0,'NULL',1560744828800,0,414335794,'en','[AmericanAir]','[22536055]',negative,-0.9119634218513966,0,0
1140472652005597185,'@americanair my husband and son flew for first time today and had the worse experience imaginable and are currently…',0,'NULL',1560744843852,0,1140470335478861824,'en','[AmericanAir]','[22536055]',negative,-0.9472610065713525,0,0
1140472789062823940,'@rustyrueff thank you so much for your kind words we know this will put a smile on his face',1140465605864316928,'NULL',1560744876529,0,22536055,'en','[]','[1123381]',positive,0.9843907169997692,0,0
1140472886970519552,'@british_airways a queue at least 50 people deep waiting for your lounge at gatwick to open shocking flights at 0625',0,'NULL',1560744899872,0,81108153,'en','[British_Airways]','[18332190]',negative,-0.7622069865465164,0,0
1140472937046269955,'@americanair el classico american airlines with delayed flight you have never missed each time delay without reas…',0,'NULL',1560744911811,0,3439059075,'en','[AmericanAir AmericanAir AmericanAir]','[22536055]',negative,-0.6544525362551212,0,0
1140472937633505280,'@huskyytom @americanair see you at dulles more :-)',1140472546430730241,'NULL',1560744911951,0,31446495,'en','[AmericanAir]','[1916266345 22536055]',neutral,0.20349450130015612,0,0
1140472951353073665,'rt @klm: @janheerema several flights to/from amsterdam is delay due to technical reason we do appreciate your understanding',0,'NULL',1560744915222,0,211830847,'en','[KLM]','[56377143 130489012]',neutral,-0.06894636899232864,1140471310507794432,56377143
1140473045489991680,'chicago here we come qantas will run four boeing 787-9 dreamliner flights each week between brisbane and chicago in what will be the world’s fourth-longest passenger flight  @choosechicago @brisbaneairport @fly2ohare @boeingairplanes chicago paxex',0,'NULL',1560744937666,0,843608277053329408,'en','[Qantas]','[164971523]',neutral,0.33996178256347775,1140459658332631040,164971523
1140473065656246272,'multiple looks at oranje bloesem @klms first ever boeing 787-10 celebrating 100 years of flying avgeek klm klm100 dreamliner boeing787 planespotting aviation aviationphotography flyingdutchman',0,'NULL',1560744942474,0,1486413380,'en','[KLM]','[128372828 56377143]',positive,0.5777315157465637,1140090317850521601,128372828
1140473098069782528,'screw @hertz and @americanair two peas in a rude unhelpful insincere incompetent pod i should have been home ho…',0,'NULL',1560744950202,0,81170747,'en','[AmericanAir]','[18001417 22536055]',negative,-0.939311187248677,0,0
1140473181075050497,'@americanair i was very disappointed with my recent flight to honduras i could not believe that 2 flight attendants…',0,'NULL',1560744969992,0,356943889,'en','[AmericanAir]','[22536055]',negative,-0.9471206963062286,0,0
1140473282816282624,'what the f are you doing @americanair ’ get me home to my baby',0,'NULL',1560744994249,0,198374819,'en','[AmericanAir]','[22536055]',negative,-0.862603547051549,0,0
1140473339498156032,'@helenafruddx amber needs to be on the next ryanair flight back i can’t stand her',1140360470697824256,'NULL',1560745007763,0,2203873068,'en','[RyanAir]','[21099729]',negative,-0.9217533133924007,0,0
1140473374402940928,'@americanair never mind i was able to rebook with @delta so i can make my meetings on tuesday hooray',1140467942796038144,'NULL',1560745016085,0,613237563,'en','[AmericanAir]','[22536055 5920532]',positive,0.8799846014007926,0,0
1140473407160684549,'friends after a 9 hr delay by qantas in sydunited have completed canned dallas chicago  they have limited con…',0,'NULL',1560745023895,0,1039289827051462657,'en','[Qantas]','[]',neutral,-0.013917919248342514,0,0
1140473462445621249,'winging it on worldginday🍸✈️@british_airways✈️ unveils special @pickeringsgin🍸engineered to overcome dulling taste buds at high altitude gin includes juniper rose petals scottish heather &amp; pickering’s signature botanicals👉  cocktails airlines',0,'NULL',1560745037076,0,2303196157,'en','[British_Airways]','[2303196157 18332190 2166894762]',neutral,0.22015953809022903,1137418919545778176,2303196157
1140473506729091073,'@qantas hi i’ve been waiting 17 days for your customer service team to get back to me about a query i have regardi…',0,'NULL',1560745047634,0,25619369,'en','[Qantas]','[218730857]',negative,-0.5538101233541965,0,0
1140473559548141569,'@dhawtree sorry for the delay as mentioned by my colleague kindly contact the staff at the airport or our service…',1140468267334754305,'NULL',1560745060227,0,124476322,'en','[]','[153598704]',neutral,-0.4048689752817154,0,0
1140473578757902336,'qantas airbus a330-202 vh-ebv one world landing at auckland airport  via @youtube',0,'NULL',1560745064807,0,4848120089,'en','[Qantas]','[10228272]',neutral,0.04512861929833889,0,0
1140473652967878657,'flight delayed rebooked into an overbooked flight bumped rebooked again flight delayed again 22 hours in lax before any flight missed out on a day of vacation 2 days of travel with most of it just sitting at an airport customer service was weak too thanks @americanair',0,'NULL',1560745082500,0,1138805850095726593,'en','[AmericanAir]','[119568841]',negative,-0.7988701062276959,1139606877388627968,119568841
1140473726137524224,'get you a friend who publicly @s airlines in rage on your behalf',0,'NULL',1560745099945,1140469690873110539,2460406088,'en','[]','[]',neutral,-0.19634364545345306,0,0
1140473732420554752,'@americanair what is the eta now',1140464089430462464,'NULL',1560745101443,0,31464161,'en','[AmericanAir]','[22536055]',neutral,-0.01623694971203804,0,0
1140473747864018944,'@joswasi @whatyou_sey @victoriaashly @naturalegyptian @viiiflaka @arianagrande5wt also booooooooooo @americanair 👎🏽',1139918216766078977,'NULL',1560745105125,0,2250850725,'en','[AmericanAir]','[278863213 209178605 66512628 1132806596 1084286953644789760 1127966991459991553 22536055]',neutral,0.05044621229171753,0,0
1140473845318639616,'@klm strange that i don’t see many delays in the schiphol app',1140471310507794432,'NULL',1560745128360,0,130489012,'en','[KLM]','[56377143]',neutral,-0.3522690813988447,0,0
1140473871453306880,'rt @madicshop: get you a friend who publicly @s airlines in rage on your behalf',0,'NULL',1560745134591,1140469690873110539,936089986767769600,'en','[]','[2460406088]',neutral,-0.2883625775575638,1140473726137524224,2460406088
1140473984024240128,'thanks to @british_airways staff and cabin crew for bring me and my @londonmets teammates safely home from moscow 🛫🇷🇺',0,'NULL',1560745161430,0,1138859266645929984,'en','[British_Airways]','[301459548 18332190 461493194]',positive,0.9389312926214188,1140302612434169856,301459548
1140474015204511745,'i forgot to thank @qantas for their seat i sat in with dry sick on it also thanks for the old crappy screens on the way to japan too',0,'NULL',1560745168864,0,125168143,'en','[Qantas]','[218730857]',negative,-0.9115278329700232,0,0
1140474048222248960,'qantas 789/vh-vxq (b738) departed brisbane (bne) at 02:19pm aest enroute to perth intl (per) for an estimated arr…',0,'NULL',1560745176736,0,2313203036,'en','[Qantas]','[]',neutral,-0.013726890087127686,0,0
1140474099245993984,'@campbeaj were busier than usual today and our team is working to answer everyones call as quickly as they can',1140464150482751488,'NULL',1560745188901,0,22536055,'en','[]','[72899550]',positive,0.5216027591377497,0,0
1140474123065257984,'@singaporeair how to claim miles from previous flights with sq partner airlines they said i need to contact sq dir…',0,'NULL',1560745194580,0,295123745,'en','[SingaporeAir]','[253340062]',neutral,-0.23269548453390598,0,0
1140474131672117248,'@realnicstapo hi nicole could you please dm us your query so we can best assist cg',1140473506729091073,'NULL',1560745196632,0,218730857,'en','[]','[25619369]',neutral,0.184447031468153,0,0
1140474136030056448,'@british_airways traveled from mci-ord-lhr-mum on 12-13jun 6 bags delayed 5 bags got on 15th 6th one with meds…',0,'NULL',1560745197671,0,76087043,'en','[British_Airways]','[18332190]',negative,-0.5756752910092473,0,0
1140474140790611968,'our competitors dont normally ask us for advice but when an airline leader reached out we couldnt ignore itnaturally there was only one way to respond: ceo to ceo',0,'NULL',1560745198806,0,214087761,'en','[]','[218730857]',neutral,0.02779453992843628,1104924677175169026,218730857
1140474262005800960,'umm welcome to 2016 i am sorry but @emirates had this since like forever emirates americanair…',0,'NULL',1560745227706,0,902638000512712705,'en','[AmericanAir]','[821045162]',negative,-0.6232006810605526,0,0
1140474266619506688,'a family that made the decision to go above and beyond to ensure their flight to australia happened in the best way possible experienced cancelled flights lost baggage and you not being willing to help them what a shame @qantas',0,'NULL',1560745228806,1140397886842310656,1626752394,'en','[Qantas]','[1049518553387454465]',negative,-0.5850642509758472,1140432358576930817,1049518553387454465
1140474329483923456,'@americanair  canceled my first flight then delayed my second which made me miss my connecting flight now i wont…',0,'NULL',1560745243794,0,1140472375315697665,'en','[AmericanAir]','[22536055]',negative,-0.9028060222044587,0,0
1140474435192938496,'been a while since i flew on british airways had a great flight on @british_airways ba 294 on june 5th was pleasa…',0,'NULL',1560745268997,0,106149274,'en','[British_Airways British_Airways]','[18332190]',positive,0.9359552036039531,0,0
1140474477459005440,'@calculationsof we have a great set of team members and were glad youre impressed well surely share your kind…',1140469863846227968,'NULL',1560745279074,0,22536055,'en','[]','[21496254]',positive,0.9786111135035753,0,0
1140474485478268930,'@czeeo @flymemphis @americanair lame 😒',1140426826461995009,'NULL',1560745280986,0,125141876,'en','[AmericanAir]','[3151569504 37952112 22536055]',negative,-0.8465600437484682,0,0
1140474523923488769,'@mcmoore313 @americanair maybe we should rethink our advantage member status if you’re just a “damn” passengerde…',1140445046824755205,'NULL',1560745290152,0,82526348,'en','[AmericanAir]','[2550634334 22536055]',negative,-0.89173768972978,0,0
1140474543321960449,'@wearebrisbane im goin later this year not via qantas though 😅',1140469359778783233,'NULL',1560745294777,0,1051658930059788288,'en','[Qantas]','[2444895445]',neutral,0.04481915198266506,0,0
1140474600075042816,'lufthansa group adjusts full year outlook: long-haul business continues to be strong in particular on transatlantic &amp; asian routes strength in long-haul only partly offsets yield pressure in europe due to overcapacities more info:  lufthansagroup',0,'NULL',1560745308308,0,1168791804,'en','[Lufthansa]','[739802553085485056]',positive,0.5013528922572732,1140354622374273025,739802553085485056
1140474604697243648,'hello @qantas its me again you have unsurprisingly continued to be unhelpful and dismissive of the issue at hand you have provided no solution for getting my friend and her family their luggage you have provided poor excuses as to why you canceled last minute their flight',0,'NULL',1560745309410,0,818665541078581248,'en','[Qantas]','[936089986767769600 218730857]',negative,-0.9253628859296441,1140469690873110539,936089986767769600
1140474631993876480,'@virgin is proud to introduce the first ever disabled air display team  –  working to change people’s perceptions of disability:  @douglasbaderfou @virginatlantic virginfamily',0,'NULL',1560745315918,0,1105712601412001792,'en','[VirginAtlantic]','[8161232 15631238]',positive,0.936124398605898,1140242868403093505,8161232
1140474661404315648,'just an fyi for any teams that travel by air to tournaments avoid using @americanair my parents are stuck in on dallas after flight was canceled and they can’t get them on another flight until tuesday at 10pm 2nd time their flight has been cancelled on this vacation',0,'NULL',1560745322930,0,1024338385404682246,'en','[AmericanAir]','[1020320073947508736 22536055]',negative,-0.7393065858632326,1140472120578924545,1020320073947508736
1140474704706383872,'@jphilk89 were very concerned to hear this drop us a dm with as much info as possible and remember to include you…',1140459710266540032,'NULL',1560745333254,0,18332190,'en','[]','[802215491599220736]',negative,-0.5081878285855055,0,0
1140474738084667394,'becky &amp; i purchased 1st class round trip on ⁦@americanair⁩ to cruise baltic’s returning today on aa out of london arrived chicago 2 pm becky was told not in computer to okc but was confirmed on cell over the ocean i was in computer standby  twice still here aa',0,'NULL',1560745341212,0,566855138,'en','[AmericanAir]','[625050387 22536055]',neutral,0.0053407661616802216,1140453287931654144,625050387
1140474759139823616,'q for qantas q for queensland direct flights next year to chicago and san francisco will bring huge new tourism o…',0,'NULL',1560745346232,0,256833444,'en','[Qantas]','[]',positive,0.6296781818382442,0,0
1140474827246936066,'brisbane has secured two new non-stop qantas dreamliner services from san francisco and chicago with support from…',0,'NULL',1560745362470,0,93540718,'en','[Qantas]','[]',neutral,0.3283285431098193,0,0
